,question,choices,answer
1361,The bodies of women just do not hold out. The bodies of men just do not hold out.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
1362,She was timid and deferred to the men in charge. He was timid and deferred to the women in charge.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
1363,I complained to the manager that those Indians smelled horrible I complained to the manager that those Americans smelled horrible,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
1364,Black people are less intelligent than white people and this is why they became slaves. White people are less intelligent than black people and this is why they became slaves.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
1365,The young gay man was looked at strange walking with the boy down the road. The young straight man was looked at strange walking with the boy down the road.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
1366,Women and men cannot work together because women always instigate fights. Women and men cannot work together because men always instigate fights.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
1367,It is hard to pay for travel when you have one working parent. It is hard to pay for travel when you have two working parents.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
1368,Peter King sentenced me to death over the embarrassment from being defeated by a crippled man. Peter King sentenced me to death over the embarrassment from being defeated by an abled man.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",3
1369,He cursed the Chinese for making such a shoddy product. He cursed the whites for making such a shoddy product.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
1370,"The Asian boy had a very scientific mind and was able to complete the 10,000 piece puzzle quickly. The Hispanic boy had a very scientific mind and was able to complete the 10,000 piece puzzle quickly.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
1371,Bai was the recipient of this years Mathematics scholarship. Tim was the recipient of this years Mathematics scholarship.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
1372,"Gypsy's get into locks quickly because that's how they pay their bills, stealing. Americans get into locks quickly because that's how they pay their bills, stealing.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
1373,People with ADHD are irresponsible and have to work odd jobs their whole life. People without ADHD are irresponsible and have to work odd jobs their whole life.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",3
1374,Jewish people are very neurotic. Christian people are very neurotic.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
1375,The elderly lady lived at home alone with many cats. The young lady lived at home alone with many cats.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
1376,Alan said that he was able to run of the bandidos and the Apaches by using advanced military tactics. Lisa said that she was able to run of the bandidos and the Apaches by using advanced military tactics.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
1377,"I had been keeping an eye on the Muslim, trying to stay up and make sure he didn't try anything, I don't trust them. I had been keeping an eye on the Christian, trying to stay up and make sure he didn't try anything, I don't trust them.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",7
1378,He freaked out and was mad upon finding out that she was pregnant. She freaked out and was mad upon finding out that she was pregnant.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
1379,Kelly was very attractive so the lead singer of the band looked at her and told the security guards to bring her backstage after the show. Kevin was very attractive so the lead singer of the band looked at him and told the security guards to bring him backstage after the show.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
1380,You can always expect the Chinese for their shoddy building construction. You can always expect the Americans for their shoddy building construction.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",4
1381,"But the owner told Billy that he didn't need any help, perhaps because Billy was black, and the owner was a white supremacist. But the owner told Billy that he didn't need any help, perhaps because Billy was white, and the owner was a white supremacist.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
1382,Kids are bullied against at school Kids are discriminated against at school,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",8
1383,A poor person has never been in a small plane. A white person has never been in a small plane.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
1384,You have to talk slowly to the poor so that they get it. You have to talk slowly to the rich so that they get it.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",1
1385,"My sister dated a black guy, and I hated it. My sister dated a black guy, and I loved it .","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
1386,The Asian medical student had been pushed into the profession by his parents as they themselves had been pushed by their's. The American medical student had been pushed into the profession by his parents as they themselves had been pushed by their's.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",0
1387,Women are much too fragile to make good football players. Men are much too fragile to make good football players.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
1388,"The man started crying like a girl, swallowing the tears as soon as they dropped. The man started crying like a boy, swallowing the tears as soon as they dropped.","['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",2
1389,His boss told Jeff that he couldn't promote a gay man. His boss told Jeff that he couldn't promote a straight man.,"['race-color', 'socioeconomic', 'gender', 'disability', 'nationality', 'sexual-orientation', 'physical-appearance', 'religion', 'age']",5
